row;position;condition;heigth;species;ants;locusts;stick;notes
22;25;3;10;Y;;;;
22;26;3;10;Y;;;;
22;27;3;10;G;;;;
22;28;2;10;L;x;;;bald, shoots at tip
22;29;3;10;P;;;;recovering, new leaves at tip
22;30;3;10;Y;;;;
22;31;3;10;Cu;;;!;
22;32;3;10;Y;;;;
22;33;3;10;L;;;!;
22;34;3;10;Y;;;;
22;35;3;10;Y;;;;
22;36;3;10;Y;;;;
23;1;3;10;Y;;;;
23;2;0;10;P;;;;nothing more recognizable
23;3;3;10;Y;;;;
23;4;3;10;Cu;;;;
23;5;3;10;Cu;;;!;
23;6;3;10;Y;;;;
23;7;3;10;P;x;;;
23;8;3;10;Cu;;;!;
23;9;3;10;Y;;;;
23;10;3;10;L;;;;
23;11;3;10;Y;;;;
23;12;3;10;Y;;;;
23;13;3;10;Y;;;!;
23;14;3;30;P;;;;recovering, 3 leaves at tip
23;15;0;10;P;;;;
23;16;4;10;L;;;!;leaves dark spots, brown edges
23;17;3;10;Cu;;;!;
23;18;3;10;L;;;;
23;19;3;10;G;;;;
23;20;3;10;Cu;;;;
23;21;4;10;L;;;;
23;22;3;10;Cu;;;;
23;23;3;10;L;;;;many new leaves, new shoots, brown spots
23;24;3;10;Cu;;;!;
23;25;3;10;G;x;;;
23;26;2;10;Y;;;!;
23;27;3;10;G;;x;!;
23;28;3;10;Cu;;;!;
23;29;3;10;G;x;;!;
23;30;3;10;L;;;;
23;31;3;10;Y;;;;
23;32;;10;;;;;Old stock, Yvyra pyta
23;33;3;10;Y;;;;
23;34;3;10;Y;;;;
23;35;3;10;Y;;;;
23;36;3;10;L;;;;Leaves with dark spots
23;37;3;10;L;;;;Leaves with dark spots
24;1;2;10;Y;;;;Almost bare, new shoots
24;2;3;10;C;;;;Tip missing, new shoots, recovering
24;3;2;10;P;;;;Bare, 2/3 dry
24;4;2;10;P;;;;bare, 2/3 dry
24;5;3;10;Cu;;;;
24;6;3;10;Y;;;;
24;7;3;10;Y;;;;
24;8;2;10;L;x;;;
24;9;3;10;Y;;;;
24;10;3;10;G;x;;;
24;11;3;10;P;;;;
24;12;3;10;G;;;;
24;13;3;10;P;;;;
24;14;3;10;L;;;;
24;15;3;10;Y;;;!;
24;16;3;10;Y;;;;
24;17;3;10;P;;;;recovering, many new leaves at the tip and on the stem
24;18;3;10;L;;;!;
24;19;3;10;Y;;;;
24;20;3;10;L;;;;
24;21;3;10;G;;x;;
24;22;3;10;P;;;;
24;23;2;10;P;;;;2/3 dry, new shoots at base
24;24;4;40;L;;;!;brown spots and edges
24;25;3;10;Cu;;;!;
24;26;3;10;L;;;;
24;27;3;10;G;;;;
24;28;3;10;Y;;;;
24;29;0;10;?;;;;nothing more recognizable
24;30;2;1;Cu;;;;short stem, new leaves
24;31;3;10;Y;;;;
24;32;3;10;P;x;;;
24;33;3;10;L;;;;
24;34;0;10;P;x;;;nothing recognizable
24;35;3;10;L;;;;
24;36;2;10;C;;;;bare, no tip, shoots at base
25;1;3;40;L;;;;
25;2;3;10;Y;;;;
25;3;3;10;G;x;;;
25;4;3;10;Cu;;;!;
25;5;3;10;P;;;;
25;6;3;10;P;;;;
25;7;4;10;L;;;;
25;8;3;10;P;x;;;
25;9;3;10;Cu;;;!;
25;10;3;10;Cu;;;!;
25;11;3;50;L;;;!;
25;12;2;10;P;;;;bare, probably dead
25;13;3;10;L;;;;
25;14;2;1;L;;;;short stem, new leaves, still small and weak
25;15;3;10;C;;;;
25;16;2;10;P;;;;
25;17;2;10;P;;;;
25;18;3;10;P;x;;;
25;19;0;10;P;;;;
25;20;4;10;L;;;;
25;21;2;1;L;;;;short stem, new shoots, many new leaves, still small and weak
25;22;3;10;G;;;;
25;23;4;10;L;;;;
25;24;3;10;G;;;!;
25;25;3;10;G;;x;!;
25;26;3;10;P;;;;
25;27;2;3;G;;;;many shoots
25;28;3;10;G;;;;
25;29;3;10;G;;;;
25;30;3;10;Cu;;;;
25;31;3;10;Cu;;;;
25;32;3;10;Cu;;;;
25;33;3;10;G;x;;;
25;34;0;10;P;;;;nothing more recognizable
25;35;3;10;Cu;;;!;
25;36;3;10;P;x;;;
26;1;2;10;Cu;;;;Tip off, new shoots, recovering slowly
26;2;2;1;P;;;;1 leaflet, barely visible
26;3;3;10;Y;;;;
26;4;3;10;P;x;;;
26;5;3;10;C;;;;
26;6;3;10;P;x;;;
26;7;3;10;Y;;;;
26;8;3;10;L;;;;
26;9;3;10;Cu;;;;
26;10;3;10;Y;;;;
26;11;3;10;L;;;;
26;12;3;10;Y;;;;
26;13;3;10;Cu;;;!;
26;14;3;10;Y;;;;
26;15;3;10;Y;;;;
26;16;4;10;L;;;;
26;17;3;10;Cu;;;!;
26;18;3;10;Y;;;;
26;19;3;10;L;;;;
26;20;3;10;Cu;;;!;
26;21;3;10;Y;;;!;
26;22;3;10;Cu;;;!;
26;23;3;10;G;;;;
26;24;3;10;Y;;;;
26;25;3;10;L;x;;!;
26;26;2;10;P;x;;;
26;27;3;10;L;x;;;Leaves with brown spots and edges
26;28;3;10;Cu;;;;
26;29;3;10;G;;;;
26;30;3;10;L;;;!;
26;31;3;10;G;;;;
26;32;3;10;Cu;;;;Tip off, recovering
26;33;;10;;;;;Large tree, was already there
26;34;3;10;G;;;;
26;35;4;10;L;;;;
26;36;3;10;Y;;;;
27;1;3;10;Y;;;;
27;2;3;10;Cu;;;;
27;3;3;10;Y;;;;
27;4;3;10;P;;;;
27;5;3;10;G;;x;;
27;6;3;10;L;;;;leaf holes
27;7;3;10;P;;;;
27;8;3;10;Y;;;;
27;9;3;10;L;x;;;
27;10;3;10;Y;;;;
27;11;3;10;Cu;;;!;
27;12;4;10;L;;;;
27;13;3;10;Y;;;;
27;14;3;10;P;;;;
27;15;2;10;Y;;;;almost bald
27;16;3;10;G;x;;;
27;17;3;10;P;;;;
27;18;3;10;L;;;;
27;19;3;10;P;;;;
27;20;3;10;Cu;;;;
27;21;3;10;Cu;;;;
27;22;3;10;G;;;;
27;23;3;10;Y;;;;losing leaves
27;24;3;10;L;x;;;
27;25;4;10;L;x;;;
27;26;3;10;Cu;;;!;
27;27;2;10;Y;;;;dry at the top, new shoots at the bottom
27;28;0;10;?;;;;
27;29;3;10;Y;;;;
27;30;4;10;L;x;;;
27;31;3;10;G;;x;;
27;32;3;10;G;;;;
27;33;3;10;Cu;;;!;
27;34;3;10;Cu;;;!;
27;35;3;10;G;;;;
27;36;3;10;G;x;;;
28;1;3;10;L;;;;
28;2;3;10;Y;;;;
28;3;4;10;L;;;;
28;4;3;10;G;;;;
28;5;3;10;L;;;;
28;6;3;10;Y;;;;
28;7;3;10;P;;;;
28;8;3;10;G;;;;
28;9;3;10;G;;;;
28;10;3;10;C;;;!;
28;11;4;10;L;;;!;
28;12;3;10;Cu;;;!;
28;13;3;10;G;;;;
28;14;3;10;Cu;;;!;
28;15;3;10;Y;;;;
28;16;3;10;P;x;;;
28;17;3;10;Y;;;;
28;18;3;10;L;;;;
28;19;3;10;Cu;;;;
28;20;3;10;G;;;;
28;21;3;10;Cu;;;!;
28;22;3;10;G;;;;
28;23;3;10;L;;;!;
28;24;3;10;Cu;;;;
28;25;3;10;Y;;;;
28;26;2;10;P;;;;dry, probably dead
28;27;3;10;L;;;;Leaves with brown spots and edges
28;28;3;10;L;x;;;Leaves with brown spots and edges, partially curled
28;29;;10;;;;!;Old stock Curupa'y
28;30;2;10;L;;;;Leaves with brown spots and edges, partially curled
28;31;3;10;G;x;;;
28;32;3;10;G;x;;;
28;33;3;10;G;;;;
28;34;3;10;Cu;;;!;
28;35;3;10;Y;;;;
29;1;3;10;G;;;;
29;2;2;10;Cu;;;;short stems, but leaves are recovering
29;3;3;10;Cu;;;;
29;4;3;10;G;x;;;
29;5;3;10;G;;;;
29;6;3;10;Cu;;;!;
29;7;3;10;Cu;;;!;
29;8;4;10;G;;;!;
29;9;3;10;G;;;;
29;10;2;10;G;;;;many new leaves on the stem
29;11;3;10;Cu;;;!;
29;12;3;10;G;;;;
29;13;3;10;Cu;;;;
29;14;3;10;Cu;;;!;
29;15;3;10;Cu;;;!;
29;16;3;10;Cu;;;!;
29;17;3;10;L;;;;
29;18;3;10;G;;;;
29;19;3;10;Y;;;;
29;20;3;10;Cu;;;!;
29;21;3;10;Y;;;;
29;22;3;10;Y;;;!;
29;23;3;10;Y;;;;
29;24;3;10;Y;;;;
29;25;3;10;Cu;;;!;
29;26;3;10;Cu;;;;
29;27;3;10;Cu;;;!;
29;28;4;10;G;;;;
29;29;3;10;G;;;;
29;30;4;10;G;;;;
29;31;3;10;Cu;;;!;
29;32;3;10;G;;;;
29;33;3;10;G;x;;;
29;34;3;10;G;x;;;
30;1;3;10;G;;;;
30;2;3;10;G;x;;;
30;3;2;10;Cu;;;;recovering
30;4;3;10;Cu;;;!;
30;5;3;10;G;;;;
30;6;3;10;G;x;;;
30;7;3;10;Cu;;;!;
30;8;3;10;Cu;;;!;
30;9;3;10;G;;;;
30;10;3;10;Cu;;;!;
30;11;3;10;Cu;;;!;
30;12;3;10;Cu;;;!;
30;13;2;10;L;;;;very small
30;14;3;10;G;;;;
30;15;3;10;Cu;;;!;
30;16;2;10;Y;;;;bald, shoots at base
30;17;3;10;Y;;;!;
30;18;3;10;Y;;;!;
30;19;3;10;Cu;;;!;
30;20;3;10;Cu;;;;
30;21;3;10;Cu;;;;
30;22;;10;;;;;Old stock, Yvyra pyta
30;23;2;10;Cu;;;;New leaves at base
30;24;3;10;Cu;;;;
30;25;3;10;G;x;;!;
30;26;3;10;G;x;;;
30;27;3;10;Cu;;;;
30;28;3;10;Cu;;;!;
30;29;4;10;G;;;!;
30;30;3;10;Cu;;;;
31;1;3;10;Cu;;;!;
31;2;3;10;G;x;;;
31;3;4;10;G;x;;;
31;4;4;10;G;x;;;
31;5;3;10;Cu;;;!;
31;6;3;10;Cu;;;!;
31;7;4;10;Cu;;;!;
31;8;4;10;Cu;;;!;
31;9;3;10;G;x;;;
31;10;3;10;L;;;;
31;11;3;10;G;;x;;
31;12;2;10;L;x;x;;
31;13;4;10;Cu;;;!;
31;14;3;10;L;;;;
31;15;3;10;L;;;;
31;16;4;10;Cu;;;!;
31;17;3;10;L;;;!;
31;18;4;10;Cu;;;!;
31;19;3;10;L;x;;;
31;20;4;10;Cu;;;!;
31;21;3;10;L;;;;
31;22;3;10;Cu;;;!;Tip off, recovering
31;23;2;10;L;x;;;Leaves turning dark
31;24;2;10;L;x;;;Leaves turning dark
31;25;2;10;Cu;;;;bare (2 mini leaves)
31;26;2;10;Cu;;;;bare (2 mini leaves)
32;1;2;10;Cu;;;;short stem, tip off, many new leaves, recovering
32;2;2;10;Cu;;;;short stem, tip missing, many new leaves, recovering
32;3;3;10;Cu;;;;
32;4;3;10;L;x;;;
32;5;3;10;G;x;;;
32;6;4;10;Cu;;;!;
32;7;2;10;Cu;;;;tip off, few leaves, shoots
32;8;3;10;G;;;;
32;9;3;10;Cu;;;!;
32;10;3;10;Cu;;;!;
32;11;3;10;L;;;;
32;12;3;10;G;;;;
32;13;4;10;Cu;;;!;
32;14;3;10;G;;;;old Yvyra pyta right next door
32;15;2;10;L;;;;leaves turning dark and developing holes
32;16;3;10;G;x;;;
32;17;3;10;L;;;;
32;18;2;10;Cu;;;;almost bare, tip missing, hardly any leaves, 2 shoots
32;19;3;10;G;;;;
32;20;3;10;G;;;;
32;21;3;10;G;;;;tip broken off, many new leaves, recovering
33;1;2;10;Cu;;;;tip broken off, bare
33;2;3;10;L;;;;
33;3;4;10;Cu;;;;
33;4;3;10;G;;;;
33;5;2;10;L;x;;;
33;6;3;10;G;;;;
33;7;3;10;Cu;;;!;
33;8;2;10;L;;;;bare, shoots
33;9;3;10;G;;x;;
33;10;2;1;L;;;;short stem, new shoots
33;11;3;10;Cu;;;!;
33;12;2;10;Cu;;;;tip missing, few leaves
33;13;3;10;G;x;;;
33;14;2;10;Cu;x;;;tip removed, bare
33;15;3;10;G;;;;
33;16;0;10;?;;;;
34;1;3;10;G;;;;
34;2;2;10;Cu;;;;almost bare, 2 shoots at tip
34;3;3;10;L;;;;
34;4;3;10;G;;;;between 4 and 5 is an old stock 2 Hovenia?
34;5;3;10;G;;;;
34;6;2;1;G;x;;;short stem, new shoots, many new leaves, cut marks
35;1;3;10;G;;;;tip dry, recovering, many new leaves
35;2;2;10;Cu;;;;tip off, almost bare, only 1 mini leaf
