row;position;condition;size;species;notes
6;14;3;25;Cu;frost damage 
6;13;0;0;Y;
6;12;0;0;G;missing 
6;11;4;25;U;frost damage 
6;10;0;10;P;Minipflanze 2 vmtl kein P
6;9;0;0;Y;
6;8;3;10;Y;frost damage 
6;7;3;10;G;frost damage 
6;6;3;25;Ti;frost damage
6;5;2;25;Y;frost damage 
6;4;4;150;Cu;
6;3;3;50;Y;
6;2;3;50;Y;
6;1;4;200;Cu;
5;38;4;200;Y;
5;37;4;200;Cu;
5;36;0;0;L;
5;35;4;100;Y;
5;34;0;0;P;missing 
5;33;3;25;L;frost damage 
5;32;3;10;G;
5;31;3;50;Y;
5;30;2;10;C;frost damage 
5;29;3;25;L;frost damage 
5;28;3;10;G;frost damage 
5;27;1;25;C;frost damage 
5;26;3;10;L;frost damage 
5;25;4;200;Ti;
5;24;3;100;L;
5;23;2;10;Y;frost damage 
5;22;4;200;Cu;
5;21;0;0;P;missing 
5;20;3;10;Y;
5;19;2;10;Y;frost damage 
5;18;3;10;L;frost damage 
5;17;4;200;Cu;
5;16;4;200;Cu;
5;15;4;10;L;
5;14;3;10;G;frost damage 
5;13;3;25;Ti;frost damage 
5;12;2;10;L;frost damage 
5;11;1;10;Y;frost damage 
5;10;3;10;G;frost damage 
5;9;0;0;P;missing 
5;8;0;0;G;
5;7;0;0;C;
5;6;0;0;Y;missing 
5;5;0;0;C;
5;4;3;25;G;
5;3;3;50;Y;
5;2;4;200;Cu;
5;1;4;150;G;
4;39;3;50;P;frost damage 
4;38;4;200;L;
4;37;3;50;Y;
4;36;0;0;L;missing 
4;35;4;200;Cu;
4;34;0;0;Y;missing 
4;33;4;50;Y;
4;32;3;25;P;frost damage 
4;31;4;150;L;
4;30;2;50;Y;frost damage 
4;29;3;50;L;
4;28;3;100;Y;
4;27;4;200;Cu;
4;26;3;25;G;
4;25;3;10;Y;frost damage 
4;24;3;25;Y;frost damage 
4;23;4;100;L;
4;22;3;25;Y;frost damage 
4;21;3;10;P;
4;20;0;10;G;
4;19;0;10;L;
4;18;4;200;Cu;
4;17;3;25;Ti;frost damage 
4;16;1;10;Y;frost damage 
4;15;2;25;Y;frost damage 
4;14;2;10;Y;frost damage 
4;13;2;10;Y;frost damage 
4;12;0;10;Y;
4;11;3;25;G;frost damage 
4;10;1;10;Y;frost damage 
4;9;2;50;L;frost damage 
4;8;2;10;P;frost damage 
4;7;1;25;Y;frost damage 
4;6;4;200;Cu;
4;5;4;200;Cu;
4;4;3;50;Y;
4;3;4;200;Cu;
4;2;3;25;G;
4;1;4;200;Y;
3;39;4;200;Y;
3;38;4;150;G;
3;37;4;200;Cu;
3;36;0;0;P;missing 
3;35;2;25;Y;
3;34;2;10;G;
3;33;3;50;L;
3;32;3;200;Y;eaten away 
3;31;4;200;G;
3;30;4;25;G;
3;29;3;25;P;frost damage
3;28;4;200;Cu;
3;27;2;10;U;frost damage 
3;26;0;50;Y;
3;25;4;200;Cu;
3;24;4;100;G;
3;23;4;100;Y;
3;22;2;10;Y;frost damage 
3;21;3;25;L;frost damage 
3;20;3;10;Y;frost damage 
3;19;3;25;Y;frost damage 
3;18;3;25;Y;frost damage 
3;17;3;25;L;
3;16;3;25;G;
3;15;4;200;Cu;
3;14;3;50;Ti;frost damage 
3;13;4;150;Cu;
3;12;3;100;Ti;frost damage 
3;11;0;0;C;
3;10;0;0;P;
3;9;3;25;G;frost damage 
3;8;2;25;Y;frost damage 
3;7;4;200;Cu;
3;6;4;200;Ti;
3;5;2;25;Y;frost damage 
3;4;0;0;C;
3;3;4;25;G;frost damage 
3;2;3;100;Y;
3;1;4;200;Cu;
2;39;4;200;Y;
2;38;4;200;U;
2;37;4;200;Y;
2;36;3;150;Y;eaten away 
2;35;4;200;Cu;
2;34;2;150;Y;eaten away 
2;33;4;200;Cu;
2;32;3;50;G;
2;31;3;25;U;frost damage 
2;30;2;25;P;frost damage 
2;29;3;100;Y;
2;28;4;200;Ti;
2;27;3;50;Y;
2;26;3;50;L;
2;25;3;50;Y;
2;24;0;10;Y;
2;23;3;50;P;frost damage 
2;22;3;25;L;
2;21;3;50;P;frost damage 
2;20;2;150;Y;eaten away 
2;19;0;0;P;missing
2;18;3;50;G;
2;17;4;200;Cu;
2;16;4;200;Cu;
2;15;4;150;G;
2;14;2;25;Y;frost damage 
2;13;3;25;G;
2;12;0;0;Cu;
2;11;0;0;Y;
2;10;3;50;Cu;
2;9;4;200;Cu;
2;8;3;10;C;
2;7;3;10;G;
2;6;4;200;Y;
2;5;0;0;C;missing 
2;4;3;25;G;
2;3;2;10;Y;frost damage 
2;2;4;200;Cu;
2;1;4;200;G;
1;39;3;150;P;frost damage 
1;38;4;200;Y;
1;37;4;200;Y;
1;36;4;200;Y;
1;35;3;50;P;frost damage 
1;34;4;200;G;
1;33;4;200;U;
1;32;4;200;Y;
1;31;4;200;Y;
1;30;4;200;Cu;
1;29;4;150;G;
1;28;3;200;Y;eaten away
1;27;4;200;Cu;
1;26;4;150;G;
1;25;4;200;U;
1;24;4;200;Cu;
1;23;4;150;G;
1;22;4;200;Y;
1;21;4;200;Cu;
1;20;4;150;G;
1;19;3;200;Y;
1;18;4;25;P;frost damage 
1;17;4;200;Y;
1;16;4;150;Y;
1;15;2;200;Y;eaten away 
1;14;4;100;Y;
1;13;3;50;Y;
1;12;2;25;G;frost damage 
1;11;2;10;Y;frost damage 
1;10;4;50;G;
1;9;4;50;Y;
1;8;3;150;L;
1;7;4;100;Y;
1;6;4;200;Cu;
1;5;4;100;Y;
1;4;4;200;Cu;
1;3;4;150;Y;
1;2;4;50;G;
1;1;4;100;Y;
