row;position;condition;heigth;species;ants;locusts;notes
22;4;4;150;L;;;
22;5;3;180;Cu;;;
22;6;4;200;Cu;;;
22;7;3;80;Y;;;
22;8;3;50;L;;;Stick missing
22;9;2;50;Y;;;Stick missing
22;10;0;0;G;;;Stick missing Replace? nothing to see
22;11;3;40;G;;;Stick missing
22;12;3;80;Y;;;
22;13;2;40;Y;;;Stick missing
22;14;2;30;P;;;Stick missing 2 trees next to each other, 1 removed later
22;15;2;60;L;;;
22;16;2;30;P;;;Stick missing
22;17;2;50;L;;;Stick missing
22;18;3;180;Cu;;;
22;19;2;60;L;;;Stick missing
22;20;2;30;G;;;Stick missing
22;21;3;40;G;;;Stick missing
22;22;3;120;L;x;;Stick missing
22;23;3;80;L;;;Stick missing
22;24;2;50;Y;;;Stick missing
22;25;2;40;Y;;;Stick missing
22;26;3;50;Y;;;Stick missing
22;27;2;40;G;;;Stick missing
22;28;3;70;L;;;Stick missing
22;29;2;30;P;;;Stick missing Replace?
22;30;3;50;Y;;;Stick missing
22;31;4;200;Cu;;;
22;32;4;200;Y;;;
22;33;3;130;L;;x;
22;34;2;90;Y;;;
22;35;3;80;Y;;;Stick missing
22;36;4;200;Y;;;
23;1;4;160;Y;;;
23;2;2;20;L;;;replacement delivery 10/23
23;3;3;80;Y;;;
23;4;4;180;Cu;;;
23;5;4;200;Cu;;;
23;6;4;190;Y;;;
23;7;2;30;P;;;Stick missing
23;8;3;140;Cu;;;
23;9;2;50;Y;;;Stick missing
23;10;3;70;L;;;
23;11;3;90;Y;;;
23;12;3;80;Y;;;Stick missing
23;13;4;120;Y;;;Stick missing
23;14;2;20;P;;;Stick missing Replace?
23;15;3;100;Ti;;;replacement delivery 10/23
23;16;3;100;L;;;
23;17;3;140;Cu;;;
23;18;2;60;L;;;Stick missing
23;19;3;60;G;;;Stick missing
23;20;3;200;Cu;;;
23;21;3;80;L;;;Stick missing
23;22;4;200;Cu;;;
23;23;2;70;L;;;Stick missing
23;24;3;100;Cu;;;
23;25;2;40;G;;;Stick missing
23;26;3;60;Y;;;Stick missing
23;27;3;50;G;;;Stick missing
23;28;3;150;Cu;;;2 trees next to each other, 1 removed later
23;29;2;20;G;;;Stick missing cut marks
23;30;2;80;L;;;Stick missing
23;31;3;90;Y;;;Stick missing
23;32;;;;;;Old stock(Yvyra pyta)
23;33;3;80;Y;;;Stick missing
23;34;3;80;Y;;;Stick missing
23;35;3;130;Y;;;Stick missing
23;36;3;130;L;;;
23;37;3;100;L;;x;
24;1;3;60;Y;;;Stick missing
24;2;3;50;C;;;Stick missing
24;3;4;160;Ti;;;replacement delivery 10/23
24;4;3;40;G;;;replacement delivery 10/23
24;5;3;200;Cu;;;2 trees next to each other, 1 removed later
24;6;2;40;Y;;;Stick missing
24;7;3;50;Y;;;Stick missing
24;8;2;40;L;;;Stick missing
24;9;3;100;Y;;;
24;10;2;30;G;;;Stick missing
24;11;3;80;P;;;
24;12;3;60;G;;;Stick missing
24;13;2;30;P;;;Stick missing
24;14;3;70;L;;;
24;15;3;70;Y;;;Stick missing
24;16;3;100;Y;;;Stick missing
24;17;0;0;P;;;Stick missing Replace? nothing to see
24;18;4;140;L;;;
24;19;4;160;Y;;;
24;20;3;120;L;;x;
24;21;0;0;G;;;Stick missing Replace? nothing to see
24;22;2;60;L;;;Stick missing
24;23;2;15;P;;;Stick missing Replace?
24;24;3;100;L;;;Stick missing
24;25;3;200;Cu;;;
24;26;3;80;L;;;Stick missing
24;27;4;80;G;;;Stick missing
24;28;3;80;Y;;;Stick missing
24;29;2;20;L;;;replacement delivery 10/23
24;30;3;70;Cu;;;Stick missing
24;31;3;50;Y;;;Stick missing
24;32;2;40;P;;;Stick missing
24;33;3;120;L;;;
24;34;3;150;Ti;;;replacement delivery 10/23 Fraßspuren
24;35;3;110;L;;;
24;36;3;160;Ti;;;replacement delivery 10/23
25;1;4;160;L;;x;
25;2;4;160;Y;;;
25;3;3;40;G;;;Stick missing
25;4;3;130;Cu;;;
25;5;3;60;P;;;Stick missing
25;6;2;10;P;;;Stick missing Replace?
25;7;2;100;L;;;
25;8;2;40;P;;;Stick missing
25;9;4;200;Cu;;;
25;10;4;180;Cu;;;
25;11;4;140;L;;;
25;12;4;130;Ti;;;replacement delivery 10/23
25;13;3;90;L;;;Stick missing
25;14;3;110;L;;x;Stick missing
25;15;3;40;C;;;Stick missing
25;16;2;30;P;;;Stick missing
25;17;4;120;?;;;Was ist das für eine Pflanze?
25;18;4;80;P;;x;Stick missing
25;19;2;20;G;;;Stick missing replacement delivery 10/23
25;20;4;140;L;;;
25;21;2;40;L;;;Stick missing recovering
25;22;4;100;G;;;Stick missing
25;23;3;90;L;;;Stick missing
25;24;3;50;G;;;Stick missing
25;25;3;60;G;;;Stick missing
25;26;4;140;P;;;Stick missing
25;27;2;30;G;;;Stick missing cut marks
25;28;2;30;G;;;Stick missing
25;29;4;70;G;;;Stick missing
25;30;4;200;Cu;;;
25;31;3;140;Cu;;;
25;32;3;180;Cu;;;
25;33;3;40;G;x;;Stick missing
25;34;4;140;Ti;;;replacement delivery 10/23
25;35;3;120;Cu;;;Stick missing
25;36;4;100;P;;x;Stick missing
26;1;4;200;Cu;;;Old stock right next to it (Yvyra pyta)
26;2;4;190;Ti;;;replacement delivery 10/23
26;3;4;150;Y;;;Stick missing
26;4;4;110;P;;x;
26;5;4;90;C;;;Stick missing
26;6;4;120;P;;x;
26;7;4;180;Y;;;
26;8;3;130;L;;x;
26;9;3;200;Cu;;;2 trees next to each other, 1 removed later
26;10;3;100;Y;;;
26;11;4;160;L;;;
26;12;4;160;Y;;;
26;13;4;200;Cu;;;
26;14;4;140;Y;;;
26;15;3;100;Y;;;
26;16;4;100;L;;x;
26;17;3;190;Cu;;;
26;18;4;110;Y;;;Stick missing
26;19;3;80;L;;x;Stick missing
26;20;4;200;Cu;;;
26;21;3;90;Y;;;Stick missing
26;22;4;200;Cu;;;Stick missing
26;23;4;90;G;;;Stick missing
26;24;4;200;Y;;;
26;25;4;140;L;;x;Stick missing
26;26;3;90;P;;;Stick missing
26;27;4;160;L;;x;Stick missing
26;28;3;160;Cu;;;Old stock right next to it (Yvyra pyta)
26;29;0;0;G;;;Stick missing Replace? nothing to see
26;30;2;60;L;;;Stick missing
26;31;3;60;G;;;Stick missing
26;32;3;190;Cu;;;
26;33;;;;;;Old stock(Yvyra pyta)
26;34;4;110;G;x;;Stick missing
26;35;4;180;L;;;
26;36;4;130;Y;;;Stick missing
27;1;4;200;Y;;;
27;2;4;200;Cu;;;
27;3;4;200;Y;;;2 trees next to each other, 1 removed later
27;4;3;100;P;;x;Stick missing
27;5;3;70;G;;;Stick missing
27;6;4;120;L;;;
27;7;3;80;P;;x;Stick missing
27;8;4;130;Y;;;
27;9;3;100;L;;;
27;10;3;90;Y;;;
27;11;2;50;Cu;;;Stick missing
27;12;4;150;L;;x;
27;13;4;140;Y;;;
27;14;3;70;P;;;Stick missing
27;15;3;50;Y;;;Stick missing
27;16;3;50;G;;;Stick missing
27;17;2;40;P;;;Stick missing recovering
27;18;4;140;L;;;
27;19;3;60;P;;;Stick missing
27;20;3;120;Cu;;;Stick missing
27;21;3;130;Cu;;;Stick missing
27;22;3;40;G;;;Stick missing
27;23;3;80;Y;;;Stick missing
27;24;4;120;L;;;Stick missing
27;25;4;200;L;;;
27;26;4;200;Cu;;;Shrub next to it to be removed
27;27;3;130;Ti;;;replacement delivery 10/23
27;28;3;160;Ti;;;replacement delivery 10/23 Old stock right next to it (Yvyra pyta)
27;29;4;160;Y;;;
27;30;4;180;L;x;x;
27;31;4;180;G;;;Stick missing
27;32;3;40;G;;;Stick missing
27;33;4;200;Cu;;;
27;34;4;200;Cu;;;
27;35;3;60;G;;;Stick missing
27;36;4;100;G;;;Stick missing
28;1;3;90;L;;;Old stock right next to it (Yvyra pyta)
28;2;4;190;Y;;;
28;3;4;70;L;;;
28;4;4;90;G;;;Stick missing
28;5;3;110;L;;;Stick missing
28;6;3;160;Y;;;
28;7;4;120;P;;;
28;8;3;50;G;;;Stick missing Old stock right next to it(Curupa'y)
28;9;2;40;G;;;Stick missing
28;10;3;40;C;;;Stick missing
28;11;2;110;L;;;Stick missing
28;12;3;200;Cu;;;Stick missing
28;13;3;30;G;;;Stick missing
28;14;4;200;Cu;;;2 trees next to each other, 1 removed later
28;15;3;90;Y;;;
28;16;3;60;P;;;Stick missing
28;17;4;110;Y;;;Stick missing
28;18;3;90;L;;x;Stick missing
28;19;3;140;Cu;;;
28;20;2;40;G;;;Stick missing
28;21;4;200;Cu;;;
28;22;3;60;G;;;Stick missing
28;23;2;40;L;;;Stick missing 2 trees next to each other, 1 removed later
28;24;4;200;Cu;;;Stick missing
28;25;4;140;Y;;;
28;26;0;0;Cu;;;Stick missing Replace? nothing to see
28;27;3;90;L;;;Stick missing
28;28;4;140;L;x;x;
28;29;;;;;;Old stock(Curupa'y)
28;30;3;160;L;;;
28;31;3;100;G;;;Stick missing
28;32;4;90;G;;;Stick missing
28;33;4;140;G;;;
28;34;3;180;Cu;;;2 trees next to each other, 1 removed later
28;35;4;190;Y;;;
29;1;4;200;G;;;Neighbor's tree needs to be cut down (otherwise it will grow together)
29;2;4;180;Cu;;;Neighbor's tree needs to be cut down (otherwise it will grow together)
29;3;4;160;Cu;;;
29;4;4;150;G;;;
29;5;4;80;G;;;Stick missing
29;6;3;200;Cu;;;
29;7;3;110;Cu;;;Stick missing
29;8;3;40;G;;;Stick missing
29;9;3;30;G;;;Stick missing
29;10;2;15;G;;;Stick missing cut marks
29;11;2;100;Cu;;;
29;12;3;40;G;;;Stick missing
29;13;4;200;Cu;;;
29;14;4;200;Cu;;;
29;15;4;200;Cu;;;
29;16;4;200;Cu;;;
29;17;2;50;L;;;Stick missing
29;18;2;20;G;;;Stick missing Replace?
29;19;3;60;Y;;;Stick missing
29;20;4;200;Cu;;;
29;21;4;80;Y;;;Stick missing
29;22;3;60;Y;;;Stick missing
29;23;2;40;Y;;;Stick missing 2 trees next to each other, 1 removed later
29;24;3;60;Y;;;Stick missing
29;25;3;140;Cu;;;
29;26;3;200;Cu;;;
29;27;3;180;Cu;;;
29;28;4;130;G;;;Stick missing
29;29;4;100;G;;;Stick missing
29;30;0;0;G;;;Stick missing Replace? nothing to see
29;31;3;200;Cu;;;2 trees next to each other, 1 removed later
29;32;4;130;G;;;
29;33;3;100;G;;;Stick missing
29;34;3;90;G;x;;Stick missing Neighbor's tree needs to be cut down (otherwise it will grow together)
30;1;4;120;G;;;
30;2;4;110;G;;;
30;3;4;150;Cu;;;
30;4;4;200;Cu;;;
30;5;4;160;G;;;
30;6;2;20;G;;;Stick missing cut marks
30;7;4;200;Cu;;;
30;8;3;150;Cu;;;
30;9;2;30;G;;;Stick missing
30;10;3;110;Cu;;;
30;11;4;200;Cu;;;
30;12;3;70;Cu;;;Stick missing
30;13;0;0;L;;;Stick missing Replace? nothing to see
30;14;2;30;G;;;Stick missing
30;15;3;160;Cu;;;
30;16;3;60;Y;;;Stick missing
30;17;4;160;Y;;;Stick missing 2 trees next to each other, 1 removed later
30;18;2;60;Y;;;Stick missing
30;19;4;180;Cu;;;Stick missing
30;20;4;200;Cu;;;
30;21;0;0;Cu;;;Stick missing Replace? nothing to see
30;22;;;;;;Old stock(Yvyra pyta)
30;23;3;110;Cu;;;Stick missing
30;24;3;120;Cu;;;Stick missing
30;25;2;40;G;;;Stick missing
30;26;3;60;G;;;Stick missing
30;27;4;200;Cu;;;
30;28;4;200;Cu;;;
30;29;4;110;G;;;
30;30;3;140;Cu;;;Stick missing Neighbor's tree needs to be cut down (otherwise it will grow together)
31;1;3;160;Cu;;;
31;2;3;40;G;;;Stick missing
31;3;3;50;G;;;Stick missing
31;4;3;40;G;x;;Stick missing
31;5;3;190;Cu;;;
31;6;4;200;Cu;;;2 trees next to each other, 1 removed later
31;7;4;200;Cu;;;2 trees next to each other, 1 removed later
31;8;4;200;Cu;;;Stick missing
31;9;2;30;G;;;Stick missing
31;10;3;100;L;;;
31;11;2;40;G;;;Stick missing
31;12;2;20;L;;;Stick missing
31;13;4;140;Cu;;;
31;14;2;20;L;;;Stick missing Old stock right next to it(Curupa'y)
31;15;2;50;L;;;Stick missing
31;16;3;180;Cu;;;
31;17;3;80;L;;;
31;18;4;200;Cu;;;
31;19;3;70;L;;;Stick missing
31;20;4;190;Cu;;;2 trees next to each other, 1 removed later
31;21;2;30;L;;;Stick missing
31;22;3;120;Cu;;;
31;23;3;80;L;;;Stick missing
31;24;2;120;L;;x;
31;25;3;180;Cu;;;
31;26;3;120;Cu;;;Stick missing
32;1;4;200;Cu;;;
32;2;4;200;Cu;;;Stick missing
32;3;4;200;Cu;;;Stick missing
32;4;3;50;L;;;Stick missing
32;5;3;40;G;;;Stick missing
32;6;3;160;Cu;;;
32;7;3;80;Cu;x;;Stick missing
32;8;3;40;G;;;Stick missing
32;9;4;140;Cu;;;
32;10;3;100;Cu;;;
32;11;3;60;L;;;Stick missing
32;12;3;50;G;;;Stick missing
32;13;4;180;Cu;;;
32;14;0;0;G;;;Stick missing Replace? nothing to see Old stock right next to it (Yvyra pyta)
32;15;3;50;L;;;Stick missing
32;16;3;40;G;;;Stick missing
32;17;3;100;L;;x;
32;18;3;80;Cu;;;Stick missing
32;19;4;100;G;;;Stick missing
32;20;3;70;G;x;;Stick missing
32;21;3;80;G;;;Stick missing
33;1;3;120;Cu;;;
33;2;2;30;L;;;Stick missing
33;3;4;120;Cu;;;
33;4;2;30;G;;;Stick missing
33;5;2;40;L;;;Stick missing
33;6;3;40;G;;;Stick missing
33;7;4;150;Cu;x;;
33;8;2;40;L;;;Stick missing
33;9;4;90;G;;;Stick missing
33;10;0;0;L;;;Stick missing Replace? nothing to see
33;11;3;200;Cu;;;
33;12;3;180;Cu;;;
33;13;4;150;G;;;Stick missing Neighbor's tree needs to be cut down (otherwise it will grow together)
33;14;3;100;Cu;;;Stick missing Neighbor's tree needs to be cut down (otherwise it will grow together) Old stock right next to it (Paraiso)
33;15;4;130;G;;;Stick missing Neighbor's tree needs to be cut down (otherwise it will grow together)
33;16;4;130;Ti;;;replacement delivery 10/23 Old stock right next to it(Curupa'y)
34;1;3;110;G;;;Stick missing
34;2;3;150;Cu;;;
34;3;3;90;L;;;Stick missing Old stock right next to it(Curupa'y)
34;4;4;90;G;;;Stick missing Old stock beetween 4 u. 5 (Hovenia?) 
34;5;3;80;G;;;Stick missing
34;6;3;100;G;;;Stick missing cut marks Old stock right next to it (Yvyra pyta)
35;1;4;130;G;;;Stick missing
35;2;3;180;Cu;;;Stick missing Neighbor's tree needs to be cut down (otherwise it will grow together)
