row;position;condition;heigth;species;ants;locusts;notes
25;25;3;40;P;;x;
25;26;2;10;G;;;recovering
25;27;3;30;G;;;
25;28;3;40;G;;;
25;29;3;50;Cu;;;
25;30;3;70;Cu;;;
25;31;4;110;Cu;;;
25;32;3;40;G;x;;
25;33;0;0;P;;;nothing to see
25;34;3;50;Cu;;;2 trees next to each other, 1 removed later
25;35;3;30;P;x;;
26;1;4;90;Cu;;;Old stock right next to it (Yvyra pyta)
26;2;0;0;P;;;nothing to see
26;3;3;40;Y;;;2 trees next to each other, 1 removed later
26;4;4;60;P;x;x;
26;5;4;30;C;;;
26;6;3;50;P;;x;
26;7;3;40;Y;;;
26;8;3;40;L;;x;
26;9;3;80;Cu;;;
26;10;3;30;Y;;;
26;11;3;50;L;;x;
26;12;3;20;Y;;;
26;13;3;60;Cu;;;
26;14;3;40;Y;;;
26;15;3;40;Y;;;
26;16;4;60;L;;;
26;17;4;110;Cu;;;
26;18;3;40;Y;;;
26;19;3;40;L;;;
26;20;4;160;Cu;;;
26;21;3;30;Y;;;
26;22;3;50;Cu;;;2 trees next to each other, 1 removed later
26;23;3;40;G;;;
26;24;4;50;Y;;;
26;25;4;60;L;x;;
26;26;3;40;P;x;;
26;27;4;90;L;x;;
26;28;3;60;Cu;;;Old stock right next to it (Yvyra pyta)
26;29;3;30;G;;;
26;30;3;20;L;;;2 trees next to each other, 1 removed later
26;31;3;30;G;;;
26;32;3;50;Cu;;;2 trees next to each other, 1 removed later
26;33;;;;;;Old stock (Yvyra pyta)
26;34;3;40;G;x;x;
26;35;4;90;L;;;
26;36;3;30;Y;;;
27;1;3;30;Y;;;
27;2;4;110;Cu;;;
27;3;3;30;Y;;;
27;4;3;50;P;;;
27;5;3;50;G;;x;
27;6;4;70;L;;;
27;7;3;30;P;;x;
27;8;3;40;Y;;;
27;9;3;30;L;;;
27;10;3;40;Y;;;
27;11;3;30;Cu;;;
27;12;4;50;L;;;
27;13;3;30;Y;;;
27;14;3;25;P;x;;
27;15;2;30;Y;;;recovering
27;16;3;30;G;x;;
27;17;3;20;P;;;recovering
27;18;4;70;L;;;
27;19;3;20;P;;;recovering
27;20;3;40;Cu;;;
27;21;3;30;Cu;;;
27;22;3;40;G;;;
27;23;3;30;Y;;;
27;24;3;30;L;;;
27;25;4;110;L;x;;
27;26;3;100;Cu;;;
27;27;0;0;Y;;;
27;28;0;0;?;;;Old stock right next to it (Yvyra pyta)
27;29;3;25;Y;;;
27;30;4;50;L;x;;
27;31;3;60;G;;x;
27;32;3;30;G;;;
27;33;4;100;Cu;;;
27;34;3;70;Cu;;;
27;35;3;40;G;;;
27;36;3;40;G;x;;
28;1;3;30;L;;;
28;2;3;30;Y;;;
28;3;4;70;L;;;2 trees next to each other, 1 removed later
28;4;3;50;G;;;
28;5;3;40;L;;;
28;6;3;30;Y;;;
28;7;3;30;P;x;;
28;8;3;40;G;;;Old stock right next to it (Curupa'y)
28;9;3;30;G;;;
28;10;3;30;C;;;
28;11;3;40;L;;;
28;12;3;60;Cu;;;
28;13;3;30;G;;;
28;14;4;110;Cu;;;2 trees next to each other, 1 removed later
28;15;3;30;Y;;;
28;16;3;30;P;x;x;
28;17;3;30;Y;;;
28;18;3;50;L;;;
28;19;3;60;Cu;;;
28;20;3;40;G;;;
28;21;3;70;Cu;;;
28;22;3;50;G;;;
28;23;2;10;L;;;
28;24;3;60;Cu;;;
28;25;3;40;Y;;;
28;26;2;3;Cu;;;
28;27;3;30;L;;;2 trees next to each other, 1 removed later
28;28;4;70;L;x;;
28;29;;;;;;Old stock (Curupa'y)
28;30;3;60;L;;;
28;31;3;40;G;x;;
28;32;3;50;G;x;;
28;33;4;70;G;;;
28;34;3;80;Cu;;;
28;35;3;30;Y;;;
29;1;4;70;G;;;
29;2;3;30;Cu;;;recovering
29;3;3;90;Cu;;;
29;4;3;40;G;;;
29;5;3;30;G;;;
29;6;4;120;Cu;;;
29;7;3;30;Cu;;;2 trees next to each other, 1 removed later
29;8;3;40;G;;;
29;9;3;30;G;;;
29;10;2;15;G;;;recovering
29;11;3;50;Cu;;;
29;12;3;30;G;;;
29;13;3;80;Cu;;;
29;14;4;90;Cu;;;
29;15;4;140;Cu;;;
29;16;4;100;Cu;;;
29;17;3;20;L;;;
29;18;3;30;G;;;
29;19;3;40;Y;;;
29;20;3;70;Cu;;;
29;21;3;30;Y;;;
29;22;3;30;Y;;;
29;23;2;20;Y;;;
29;24;3;30;Y;;;
29;25;3;70;Cu;;;
29;26;3;80;Cu;;;
29;27;3;80;Cu;;;
29;28;3;50;G;;;
29;29;3;30;G;;;
29;30;3;40;G;;;
29;31;3;90;Cu;;;2 trees next to each other, 1 removed later
29;32;3;50;G;;;
29;33;3;50;G;;;
29;34;3;40;G;x;;
30;1;3;30;G;;;
30;2;3;40;G;;;
30;3;3;40;Cu;;;2 trees next to each other, 1 removed later
30;4;3;70;Cu;;;
30;5;4;60;G;;;
30;6;3;30;G;;;
30;7;3;70;Cu;;;
30;8;3;90;Cu;;;
30;9;3;30;G;;;
30;10;3;60;Cu;;;
30;11;4;100;Cu;;;
30;12;3;40;Cu;;;
30;13;2;15;L;;;recovering
30;14;3;30;G;;;
30;15;3;90;Cu;;;
30;16;2;10;Y;;;recovering
30;17;4;40;Y;;;2 trees next to each other, 1 removed later
30;18;3;40;Y;;;
30;19;3;60;Cu;;;
30;20;4;110;Cu;;;
30;21;3;60;Cu;;;2 trees next to each other, 1 removed later
30;22;;;;;;Old stock (Yvyra pyta)
30;23;2;30;Cu;;;recovering
30;24;3;60;Cu;;;
30;25;3;40;G;;;
30;26;3;40;G;;;
30;27;3;70;Cu;;;
30;28;4;100;Cu;;;
30;29;4;50;G;;;
30;30;3;25;Cu;;;
31;1;3;80;Cu;;;
31;2;3;30;G;;;
31;3;3;40;G;x;;
31;4;3;40;G;x;;
31;5;4;100;Cu;;;
31;6;4;90;Cu;;;2 trees next to each other, 1 removed later
31;7;4;100;Cu;;;2 trees next to each other, 1 removed later
31;8;4;130;Cu;;;
31;9;3;30;G;x;;
31;10;3;30;L;x;x;
31;11;3;40;G;x;;
31;12;2;15;L;;;
31;13;3;40;Cu;;;
31;14;2;15;L;;x;Old stock right next to it (Curupa'y)
31;15;2;15;L;;;
31;16;3;50;Cu;;;
31;17;3;15;L;;;
31;18;4;60;Cu;;;
31;19;3;20;L;x;;2 trees next to each other, 1 removed later
31;20;3;60;Cu;;;2 trees next to each other, 1 removed later
31;21;2;10;L;x;x;
31;22;3;30;Cu;;;recovering
31;23;3;25;L;x;;new leaves less severely affected
31;24;3;40;L;;;
31;25;3;40;Cu;;;
31;26;3;30;Cu;;;
32;1;3;80;Cu;;;
32;2;3;50;Cu;;;
32;3;4;100;Cu;;;
32;4;3;15;L;x;;recovering
32;5;3;30;G;;;
32;6;4;60;Cu;x;;
32;7;3;25;Cu;x;;
32;8;3;30;G;;;
32;9;3;60;Cu;;;
32;10;3;30;Cu;;;
32;11;3;20;L;;;
32;12;3;30;G;;;
32;13;4;70;Cu;;;
32;14;3;30;G;;;Old stock right next to it (Yvyra pyta)
32;15;2;15;L;;;new leaves less severely affected
32;16;3;30;G;;;
32;17;3;40;L;;;
32;18;2;10;Cu;;;recovering
32;19;4;50;G;;;
32;20;3;50;G;x;;
32;21;3;40;G;;;
33;1;3;30;Cu;;;
33;2;2;20;L;x;x;
33;3;3;60;Cu;;;
33;4;3;25;G;;;
33;5;2;20;L;;;recovering
33;6;3;30;G;;;
33;7;3;50;Cu;x;;
33;8;2;15;L;;;recovering
33;9;3;40;G;x;;
33;10;2;3;L;;;recovering
33;11;3;40;Cu;;;
33;12;3;40;Cu;;;
33;13;3;40;G;x;;
33;14;2;10;Cu;x;;
33;15;4;60;G;;;
33;16;0;0;?;;;
34;1;3;40;G;;;
34;2;3;30;Cu;;;
34;3;3;20;L;;;Old stock right next to it (Curupa'y)
34;4;3;30;G;;;Old stock beetween 4 u. 5 (Hovenia?) 
34;5;3;30;G;;;
34;6;3;15;G;x;;cut marks
35;1;3;25;G;;;recovering
35;2;2;10;Cu;;;
